Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Migration_Start_Month,Migration_End_Month,Rest_Stops,Migrated_in_Flock,Flock_Size,Migration_Interrupted,Interrupted_Reason,Migration_Success,Observation_Counts,Origin
B4074,hawk,africa,Grassland,Foggy,Climate Change,25.19806050643345,13.839041518851843,-13.151520290932568,171.76429756906276,3237.89,38.8,45.93,8092,428,-3.4,36.1,May,Oct,2,No,177,No,Storm,Failed,99,"25.19806050643345, 13.839041518851843"
B4075,eagle,asia,Wetland,Rainy,Feeding,-48.97354946604322,-52.65804182918384,-4.886219146633636,-90.99950972123251,2935.79,41.5,59.42,4935,482,20.3,46.6,Nov,Oct,4,Yes,236,Yes,Predator,Successful,33,"-48.97354946604322, -52.65804182918384"
B4076,warbler,south america,Urban,Rainy,Avoid Predators,63.504716989765,78.81767490018927,0.4882968358675299,-175.02581844346875,1808.5,44.9,57.32,2304,325,-7.7,22.4,Oct,May,12,Yes,161,Yes,Storm,Successful,12,"63.504716989765, 78.81767490018927"
B4077,goose,europe,Coastal,Windy,Feeding,44.93915702250749,43.081422547509874,28.15420940801769,-113.05887434379918,2194.96,48.0,51.88,2417,272,34.7,19.1,Sep,Apr,7,No,357,No,,Successful,35,"44.93915702250749, 43.081422547509874"
B4078,eagle,south america,Urban,Clear,Avoid Predators,3.109372157954596,-69.69238189682706,35.41986500080732,-133.91323847684765,2092.78,58.7,54.36,4028,663,8.4,24.8,Nov,Jun,8,Yes,142,No,Injury,Failed,25,"3.109372157954596, -69.69238189682706"
B4079,crane,north america,Wetland,Windy,Avoid Predators,2.085797208020523,-72.74563269076236,85.62672659132929,-22.697167921719057,2529.54,39.8,55.12,8765,131,20.1,1.5,May,Dec,5,No,205,No,Predator,Successful,57,"2.085797208020523, -72.74563269076236"
B4080,hawk,south america,Grassland,Foggy,Climate Change,12.451145005322346,-37.579392890188274,47.30016037040659,-152.13232665021894,2787.14,47.3,48.61,9523,674,-1.6,49.2,May,May,1,Yes,196,Yes,Lost Signal,Successful,23,"12.451145005322346, -37.579392890188274"
B4081,eagle,north america,Wetland,Stormy,Climate Change,59.08975095215928,-154.21677636233028,33.80359962902422,-100.7288146296816,3057.5,47.6,50.81,4035,292,25.2,23.3,Jan,Dec,5,No,493,No,Injury,Successful,1,"59.08975095215928, -154.21677636233028"
B4082,eagle,africa,Mountain,Foggy,Climate Change,43.60671879076034,159.34208489555004,-19.35740089247159,-145.3442830110659,2700.49,45.5,43.23,6101,141,21.3,25.0,Nov,Nov,1,No,439,No,Lost Signal,Failed,59,"43.60671879076034, 159.34208489555004"
B4083,warbler,africa,Wetland,Stormy,Avoid Predators,64.124098910259,-114.11278552920058,-68.79454839229584,-4.768999827106171,3257.36,55.9,43.73,8296,531,5.8,47.2,Jan,Dec,8,Yes,451,No,Predator,Failed,91,"64.124098910259, -114.11278552920058"
B4084,hawk,asia,Wetland,Clear,Feeding,1.3108988985700307,-110.22325116202062,-79.41808449977971,-83.9602540489314,3424.6,47.6,55.8,7776,436,6.2,12.3,Apr,Mar,11,No,282,Yes,Injury,Successful,31,"1.3108988985700307, -110.22325116202062"
B4085,goose,south america,Mountain,Clear,Climate Change,22.436830623286298,52.93382580614795,-4.016752141473958,-10.437372655698454,3217.66,33.6,50.2,6693,455,20.7,9.0,Feb,Oct,10,Yes,277,No,Predator,Failed,58,"22.436830623286298, 52.93382580614795"
B4086,warbler,south america,Urban,Clear,Climate Change,63.82292524127632,80.72893702793203,30.28620827290699,-148.0002839839884,2162.91,36.5,55.62,1809,605,6.6,54.6,Mar,Mar,7,No,411,Yes,Predator,Failed,10,"63.82292524127632, 80.72893702793203"
B4087,goose,north america,Mountain,Rainy,Feeding,-48.18238916819124,85.26076545595407,27.028773226514488,6.0734397654133545,2848.8,48.8,53.56,1945,470,32.7,55.5,Mar,Oct,8,No,259,No,Lost Signal,Successful,64,"-48.18238916819124, 85.26076545595407"
B4088,warbler,africa,Forest,Rainy,Feeding,-10.076277553879676,-44.97299153847683,81.51505563152125,-133.17508733116298,2774.99,68.2,51.16,9613,155,4.6,47.7,Oct,Nov,6,No,173,No,,Failed,43,"-10.076277553879676, -44.97299153847683"
B4089,hawk,north america,Wetland,Stormy,Climate Change,21.717402656289664,134.3984230475732,-21.16260481637883,-144.2352774886705,3447.15,55.2,57.09,1155,110,2.0,9.1,Oct,Nov,12,No,64,No,Storm,Failed,91,"21.717402656289664, 134.3984230475732"
B4090,swallow,africa,Wetland,Windy,Avoid Predators,74.72632632445826,15.839662229295982,23.00108638312845,-68.39296176392938,4068.76,59.7,56.14,5720,398,24.2,49.6,Oct,May,8,Yes,481,No,Injury,Failed,9,"74.72632632445826, 15.839662229295982"
B4091,hawk,north america,Urban,Windy,Avoid Predators,-87.14951801169751,-22.10848122148002,69.81728793844411,134.79029152653385,2312.38,49.6,46.5,2996,684,-5.3,56.1,Nov,Apr,2,No,265,Yes,Predator,Failed,71,"-87.14951801169751, -22.10848122148002"
B4092,hawk,africa,Grassland,Stormy,Climate Change,-51.736831528819046,111.73912591164026,-17.266003815960673,103.867705053851,2618.99,50.1,43.31,7033,229,15.3,51.2,Feb,Nov,12,Yes,8,Yes,Predator,Failed,17,"-51.736831528819046, 111.73912591164026"
B4093,goose,north america,Mountain,Rainy,Feeding,-47.79890860296773,-92.31795027941844,-4.00623248687657,165.29392882776625,2574.1,52.5,45.22,8673,353,18.1,24.1,Jan,Dec,5,Yes,458,No,Predator,Successful,15,"-47.79890860296773, -92.31795027941844"
B4094,goose,africa,Grassland,Foggy,Avoid Predators,-31.20971755287704,129.66675963678688,76.13512126395861,-14.329704821342489,3123.68,50.6,56.66,3511,766,3.9,5.5,Sep,Nov,1,No,56,No,Storm,Successful,87,"-31.20971755287704, 129.66675963678688"
B4095,hawk,australia,Forest,Stormy,Feeding,-39.27840832427779,13.978582043373905,9.04355154542047,-67.52108770930784,2464.49,51.9,54.29,8043,729,32.8,22.9,May,Apr,6,Yes,427,Yes,,Failed,75,"-39.27840832427779, 13.978582043373905"
B4096,hawk,north america,Mountain,Windy,Breeding,16.224981401202953,144.02093676232914,53.92978888771657,169.5264234683748,2873.68,60.9,42.55,1263,347,8.7,0.3,Mar,Dec,11,Yes,471,Yes,,Successful,13,"16.224981401202953, 144.02093676232914"
B4097,hawk,south america,Forest,Stormy,Feeding,69.41164756585417,-107.4194888199267,78.41229052009876,-42.56349182357357,2547.99,50.8,49.44,9681,169,2.6,31.2,May,Jun,11,Yes,158,No,Injury,Successful,88,"69.41164756585417, -107.4194888199267"
B4098,goose,asia,Forest,Stormy,Feeding,24.6560113930301,156.9827073608733,12.790446940080358,-176.72277376183288,1774.54,49.1,55.7,8782,228,20.8,0.7,Nov,Dec,1,Yes,269,No,Predator,Failed,56,"24.6560113930301, 156.9827073608733"
B4099,hawk,australia,Forest,Clear,Breeding,-46.52521938821536,67.63562711006045,-70.34634558100699,115.23910097222966,2520.69,66.2,45.88,8710,522,22.5,33.6,Mar,Nov,9,No,322,No,,Successful,4,"-46.52521938821536, 67.63562711006045"
B4100,hawk,australia,Coastal,Rainy,Avoid Predators,65.47551301261521,42.5982696488588,57.905991679389984,-119.08420525203026,2637.93,55.1,50.11,7688,415,9.2,27.0,Feb,Mar,11,Yes,440,Yes,,Successful,59,"65.47551301261521, 42.5982696488588"
B4101,stork,north america,Mountain,Clear,Avoid Predators,23.768242046552388,-28.05569298611735,57.200789771334655,78.44847428425055,2670.01,32.2,55.14,9116,534,-1.8,20.6,Feb,Dec,7,Yes,351,No,Predator,Successful,74,"23.768242046552388, -28.05569298611735"
B4102,swallow,asia,Mountain,Rainy,Avoid Predators,-50.58681750217772,164.2733999876607,-69.30266501816723,-174.55611943715036,3056.66,41.8,53.92,6296,886,18.4,18.0,Jan,Jun,8,Yes,458,No,Lost Signal,Successful,89,"-50.58681750217772, 164.2733999876607"
B4103,crane,south america,Coastal,Stormy,Climate Change,-24.900023310029425,-20.188933807855392,8.661267290800978,-140.0435409205922,2333.95,36.9,44.05,7432,740,1.2,49.8,Sep,May,7,Yes,283,Yes,Predator,Failed,48,"-24.900023310029425, -20.188933807855392"
B4104,swallow,australia,Urban,Rainy,Breeding,52.19366521316087,-0.5245371188727006,-2.324585618581608,-5.917120813506244,2016.01,55.3,53.61,8961,795,0.0,30.7,Sep,May,3,No,476,No,,Successful,39,"52.19366521316087, -0.5245371188727006"
B4105,stork,south america,Coastal,Windy,Feeding,43.007612667680576,101.33931909071254,62.48932788715115,-155.55671046726255,3256.38,63.2,51.23,2433,401,16.0,17.2,Apr,Nov,7,Yes,481,No,,Successful,94,"43.007612667680576, 101.33931909071254"
B4106,crane,africa,Wetland,Clear,Breeding,13.784826511015666,-77.4567253394258,-40.56699015762032,139.90712244731503,2316.85,57.9,54.27,5978,707,34.4,40.9,Feb,May,5,Yes,186,No,Lost Signal,Successful,56,"13.784826511015666, -77.4567253394258"
B4107,warbler,asia,Grassland,Stormy,Breeding,-63.94184950669887,-75.06168738703495,-13.27001250851984,89.95286205668305,2643.05,48.6,47.11,9704,673,21.2,36.0,Feb,May,2,No,497,No,Storm,Successful,96,"-63.94184950669887, -75.06168738703495"
B4108,hawk,europe,Grassland,Windy,Breeding,54.59207351661075,99.1071675436392,18.86238805304409,-61.85328767273885,2580.76,67.5,54.67,8396,482,26.5,19.1,Nov,Nov,14,Yes,397,No,Injury,Failed,3,"54.59207351661075, 99.1071675436392"
B4109,stork,africa,Forest,Rainy,Breeding,-34.64234486050534,-133.71127589156114,3.104134675383293,35.10734918281324,1786.51,53.0,52.35,8975,177,22.1,59.3,Jan,Dec,2,No,466,Yes,,Successful,94,"-34.64234486050534, -133.71127589156114"
B4110,warbler,asia,Mountain,Rainy,Breeding,48.88762901984924,116.2672273054884,81.90616944483932,77.5896246911168,3281.11,59.1,57.69,2771,108,6.8,46.7,Mar,Nov,10,No,491,No,Storm,Failed,68,"48.88762901984924, 116.2672273054884"
B4111,hawk,north america,Mountain,Windy,Breeding,26.56194583720658,45.063002991545375,82.91831899190274,91.9437079060483,2698.32,54.0,49.36,3871,654,30.8,41.5,Jan,Apr,14,Yes,29,Yes,Lost Signal,Successful,63,"26.56194583720658, 45.063002991545375"
B4112,goose,north america,Forest,Rainy,Climate Change,-42.44934930416672,14.070155905177586,-75.31695165880748,-37.55665638436389,2859.91,39.0,46.34,9683,138,26.4,5.8,Sep,Nov,7,Yes,150,Yes,,Successful,22,"-42.44934930416672, 14.070155905177586"
B4113,eagle,south america,Wetland,Clear,Breeding,-51.7735389361218,-97.52062241524266,-36.3875413869296,143.56807946502943,3184.47,46.1,43.82,1862,620,21.1,8.4,Sep,Nov,6,Yes,80,No,Predator,Failed,60,"-51.7735389361218, -97.52062241524266"
B4114,stork,australia,Grassland,Foggy,Breeding,-66.43621381361062,103.09254096398718,-88.64373317191726,159.04250281691088,2485.69,55.0,56.46,3704,622,14.4,34.6,Apr,Mar,1,No,389,Yes,Injury,Failed,12,"-66.43621381361062, 103.09254096398718"
B4115,goose,europe,Coastal,Rainy,Avoid Predators,-46.44967741413916,109.78311222314971,-14.785137269157032,-109.54250955863374,2853.15,53.5,39.03,7401,366,6.3,54.9,Jan,Dec,3,No,438,Yes,,Failed,2,"-46.44967741413916, 109.78311222314971"
B4116,stork,north america,Urban,Stormy,Breeding,-61.5907759591548,-6.140927564453591,29.185029518628497,148.0459679060794,2642.82,48.4,42.01,3598,893,10.2,28.1,Apr,Nov,7,Yes,168,Yes,,Successful,65,"-61.5907759591548, -6.140927564453591"
B4117,stork,asia,Wetland,Rainy,Breeding,21.06922460179524,-39.89916905140484,-5.168739404544311,76.56498396084305,2954.13,45.8,50.32,1389,748,4.0,8.4,May,Dec,13,Yes,181,Yes,Lost Signal,Failed,5,"21.06922460179524, -39.89916905140484"
B4118,goose,australia,Mountain,Stormy,Avoid Predators,17.780961415905637,-91.38173849138168,-77.90726275917419,139.7297030894576,2374.51,55.9,47.12,6777,582,31.4,32.2,Apr,Dec,14,No,400,Yes,Predator,Successful,83,"17.780961415905637, -91.38173849138168"
B4119,crane,australia,Forest,Rainy,Avoid Predators,15.510970823903492,91.524246152103,-54.72787724995268,-27.08846343220017,3347.34,59.9,43.07,9687,236,4.8,56.5,Oct,May,9,Yes,128,No,,Failed,45,"15.510970823903492, 91.524246152103"
B4120,swallow,asia,Grassland,Rainy,Avoid Predators,25.54016566047092,50.20269232561424,-58.80755730591964,58.03111496529377,1992.13,52.7,52.92,6972,747,32.2,34.2,Jan,Dec,3,Yes,108,Yes,Lost Signal,Successful,57,"25.54016566047092, 50.20269232561424"
B4121,hawk,australia,Forest,Stormy,Feeding,56.66121611362195,-105.61282942793122,2.0030921566062574,-95.2632798291914,3249.66,66.0,53.15,8744,537,9.9,50.6,Sep,Dec,6,Yes,381,Yes,Lost Signal,Successful,32,"56.66121611362195, -105.61282942793122"
B4122,stork,north america,Mountain,Clear,Breeding,74.43948807896462,106.00850868656426,31.982402833720684,90.39663086280864,3291.04,61.9,51.15,8275,296,27.7,51.6,Jan,Dec,14,No,75,No,Storm,Failed,73,"74.43948807896462, 106.00850868656426"
B4123,hawk,asia,Forest,Foggy,Breeding,-48.532403177682816,137.59391280904543,-33.061423832888686,29.42406113295283,2716.95,45.5,54.98,1755,882,1.3,12.4,Sep,Apr,10,Yes,83,No,Injury,Successful,2,"-48.532403177682816, 137.59391280904543"
B4124,eagle,asia,Coastal,Foggy,Breeding,15.799408230406629,-158.6709854106315,-66.5171884181456,-6.859759719815315,2525.14,57.8,51.45,7900,456,33.4,32.2,Mar,Jun,5,Yes,110,Yes,,Failed,19,"15.799408230406629, -158.6709854106315"
B4125,goose,south america,Grassland,Clear,Avoid Predators,-75.89948017549114,98.07142968865486,53.74757665306242,69.365379698255,3245.48,78.5,39.53,9913,517,30.4,4.2,Feb,May,1,Yes,37,Yes,Storm,Failed,82,"-75.89948017549114, 98.07142968865486"
B4126,hawk,europe,Forest,Rainy,Climate Change,-68.37436109599288,127.00869603395488,64.50513062686679,18.84429760556065,3030.16,42.0,48.32,7561,447,21.5,8.4,Feb,Nov,11,Yes,71,No,Predator,Failed,35,"-68.37436109599288, 127.00869603395488"
B4127,goose,south america,Grassland,Foggy,Breeding,27.78107633305028,176.9428438108369,-40.23212157994488,95.5277539823104,2143.53,56.1,51.15,7567,561,31.4,24.3,May,Oct,5,No,332,No,Predator,Failed,99,"27.78107633305028, 176.9428438108369"
B4128,hawk,europe,Forest,Clear,Avoid Predators,-2.415498895718855,-94.46346038254792,-14.265413574982604,129.03698405348746,2835.59,33.1,53.03,6832,612,18.0,4.1,Mar,Mar,4,Yes,264,Yes,Injury,Successful,3,"-2.415498895718855, -94.46346038254792"
B4129,swallow,asia,Forest,Clear,Avoid Predators,46.49977563019809,-46.438846122869,-75.25240152723623,108.21826960376524,2434.95,57.4,51.56,1880,885,-9.4,7.5,Oct,Oct,4,No,40,Yes,Injury,Failed,40,"46.49977563019809, -46.438846122869"
B4130,swallow,australia,Grassland,Foggy,Avoid Predators,-13.37805342169716,167.82879319231648,-49.01449262508722,-69.29761265606803,2773.32,59.2,52.95,1122,113,1.3,13.4,Mar,Mar,13,No,265,No,Predator,Successful,55,"-13.37805342169716, 167.82879319231648"
B4131,swallow,europe,Coastal,Stormy,Feeding,-67.03228677007114,-146.1544018943096,48.06006804903316,171.4029168829088,2859.28,49.4,47.26,4570,348,-6.0,43.0,May,Oct,7,Yes,332,Yes,,Failed,32,"-67.03228677007114, -146.1544018943096"
B4132,swallow,asia,Forest,Windy,Avoid Predators,66.96965768954857,8.53482380931149,-24.2643798706425,53.906854648506624,2157.35,47.1,50.01,9772,766,-7.0,6.9,Apr,Nov,4,Yes,4,Yes,,Successful,53,"66.96965768954857, 8.53482380931149"
B4133,swallow,asia,Coastal,Stormy,Climate Change,-75.08007519384199,2.4280487416395715,18.8446077723154,-63.55206860980779,1853.95,50.0,52.96,3899,490,11.2,46.6,Mar,Apr,10,No,484,Yes,Predator,Failed,68,"-75.08007519384199, 2.4280487416395715"
B4134,swallow,south america,Wetland,Rainy,Feeding,-55.98636434363124,38.35718599721892,80.3132064689911,-164.6708849004223,2267.61,38.1,61.35,9990,151,34.0,33.6,May,Jun,7,No,134,No,Lost Signal,Failed,24,"-55.98636434363124, 38.35718599721892"
B4135,goose,south america,Urban,Stormy,Avoid Predators,-40.14416412686682,-60.91465865533557,40.25481224779699,175.71470749301693,3182.44,46.7,45.34,5572,226,7.7,59.0,Jan,Mar,8,No,275,No,Predator,Failed,44,"-40.14416412686682, -60.91465865533557"
B4136,stork,australia,Wetland,Windy,Climate Change,89.15050927177683,153.3305119218449,-8.378606769524396,35.64626163939809,2621.65,49.0,53.2,8778,371,33.5,4.6,Mar,May,12,Yes,393,No,Injury,Failed,62,"89.15050927177683, 153.3305119218449"
B4137,hawk,africa,Urban,Windy,Climate Change,-14.9652323683229,-82.77794605473379,-23.96154413416073,-98.08550549753636,3195.06,58.0,44.4,8114,269,30.1,48.0,May,Dec,7,No,259,Yes,Storm,Successful,19,"-14.9652323683229, -82.77794605473379"
B4138,swallow,north america,Wetland,Clear,Breeding,0.3075354860606865,53.89038633038484,-55.7051373070262,-3.195431597635292,3440.2,27.2,47.1,5446,590,-2.1,28.2,May,Mar,4,No,246,Yes,Storm,Successful,73,"0.3075354860606865, 53.89038633038484"
B4139,goose,africa,Urban,Rainy,Avoid Predators,48.54541517529631,-1.4662718082229844,46.10521313650372,-36.88542709885744,2625.02,51.8,55.05,2251,899,29.8,2.6,Mar,Oct,1,No,15,No,Predator,Failed,26,"48.54541517529631, -1.4662718082229844"
B4140,goose,africa,Forest,Clear,Avoid Predators,24.554805360986464,-83.99755710717123,-69.76346055128265,162.49148629109243,2803.05,41.5,51.66,6760,357,1.6,50.1,Nov,Jun,7,Yes,387,No,,Successful,24,"24.554805360986464, -83.99755710717123"
B4141,goose,australia,Grassland,Stormy,Breeding,61.45572454944002,-112.01263353992628,-78.94913573180872,-2.642059737258421,2979.88,50.5,49.02,3995,422,-7.6,31.2,Oct,May,13,Yes,104,Yes,Lost Signal,Successful,29,"61.45572454944002, -112.01263353992628"
B4142,stork,europe,Grassland,Stormy,Climate Change,-2.441977454179124,164.3623647327572,-71.13083845246925,-5.519640423383123,1540.73,70.2,61.16,9124,682,-4.6,25.3,Feb,Apr,8,No,9,No,,Successful,65,"-2.441977454179124, 164.3623647327572"
B4143,hawk,australia,Mountain,Foggy,Avoid Predators,84.99198374877994,22.06492617448293,-46.27703036434879,106.0558947800224,2236.12,44.9,47.19,5211,741,13.2,38.8,Sep,Oct,4,Yes,258,Yes,,Failed,82,"84.99198374877994, 22.06492617448293"
B4144,stork,australia,Urban,Clear,Breeding,53.42622508553544,37.50872840079904,22.88221467660918,-39.27183672108373,2536.37,36.5,52.23,1627,233,18.1,23.3,Feb,Dec,6,Yes,145,No,Predator,Failed,67,"53.42622508553544, 37.50872840079904"
B4145,crane,asia,Mountain,Clear,Breeding,-17.754230103612272,101.8423652551122,65.03942400081064,-109.2533945843694,3105.07,34.0,53.65,6585,739,-8.9,28.1,May,Dec,8,No,24,Yes,Injury,Failed,10,"-17.754230103612272, 101.8423652551122"
B4146,warbler,asia,Coastal,Clear,Climate Change,-21.37107186985537,-150.75840290407805,88.67203255099827,96.62353269453484,1830.21,51.3,41.82,2857,846,21.7,19.3,Feb,Jun,9,Yes,91,Yes,Predator,Failed,61,"-21.37107186985537, -150.75840290407805"
B4147,goose,asia,Coastal,Clear,Climate Change,77.3084145679592,76.95513640684032,41.6671466058059,147.63910966218242,2934.8,62.4,48.99,8168,238,-6.7,16.6,Nov,Nov,14,No,490,Yes,Injury,Failed,80,"77.3084145679592, 76.95513640684032"
B4148,crane,north america,Mountain,Windy,Avoid Predators,33.19481444664909,-120.54955047396469,-63.72412277748834,-163.53855042134376,2295.48,33.4,43.99,1920,437,19.3,26.9,Apr,Oct,4,Yes,45,No,Injury,Failed,6,"33.19481444664909, -120.54955047396469"
B4149,eagle,europe,Urban,Foggy,Avoid Predators,21.858054214614956,86.57319062752413,-40.01314353669178,129.56402192871514,2830.33,57.2,38.39,7231,502,-7.3,25.9,Mar,Apr,11,Yes,479,Yes,Injury,Successful,53,"21.858054214614956, 86.57319062752413"
B4150,swallow,europe,Grassland,Rainy,Feeding,46.40951473808596,-129.1216782141442,-66.24238603079338,-22.36924950570696,2368.88,43.3,51.86,4054,786,3.5,5.9,Apr,Dec,11,Yes,484,Yes,,Successful,99,"46.40951473808596, -129.1216782141442"
B4151,warbler,asia,Urban,Rainy,Climate Change,10.950089060108056,119.69773195449466,-69.20067932751888,-75.9119479633988,2426.26,49.7,52.55,7226,168,29.8,16.8,Apr,May,1,Yes,398,No,Storm,Failed,57,"10.950089060108056, 119.69773195449466"
B4152,swallow,africa,Coastal,Rainy,Feeding,-61.3499808445692,65.16585386172449,12.191876737448894,-165.89507862042865,2313.45,63.4,46.97,6547,299,33.2,9.0,Oct,Nov,8,Yes,278,Yes,Storm,Successful,55,"-61.3499808445692, 65.16585386172449"
B4153,stork,north america,Forest,Windy,Feeding,-32.5412168258824,-41.07949601312868,73.21015024323327,-106.01180285125989,2371.63,46.9,45.0,8409,277,-7.6,19.2,Nov,Jun,14,Yes,275,Yes,Predator,Failed,7,"-32.5412168258824, -41.07949601312868"
B4154,warbler,africa,Mountain,Foggy,Breeding,10.430075467614556,-50.81960019506997,33.178745040355,-60.16687166935438,3166.5,54.8,57.67,2440,845,27.0,30.5,Feb,Jun,9,No,394,Yes,Predator,Successful,2,"10.430075467614556, -50.81960019506997"
B4155,hawk,south america,Mountain,Foggy,Breeding,-86.72979223310995,-126.37905711986896,54.11703550686599,-154.5536726669044,2039.9,43.9,59.8,5937,358,17.0,34.0,May,Jun,4,Yes,244,Yes,Predator,Failed,96,"-86.72979223310995, -126.37905711986896"
B4156,crane,europe,Coastal,Windy,Avoid Predators,-11.276873106618991,145.45920807580194,1.457417044273441,-112.0355766166804,1861.28,47.2,53.07,2747,523,32.1,49.9,Nov,Mar,14,No,136,Yes,Lost Signal,Successful,19,"-11.276873106618991, 145.45920807580194"
B4157,hawk,europe,Urban,Clear,Climate Change,46.0445182696686,-137.32946177442753,-4.442201162317943,85.26255926476614,1962.92,49.2,50.31,4185,648,7.5,29.2,May,Dec,7,Yes,158,No,,Successful,64,"46.0445182696686, -137.32946177442753"
